1111,1112,1202,0202,0221,2120,2020,2012,1212,1200,0022,2200,0000,0010,1010,
1110,1011,1112,1211,1111,1101,0121,2102,0221,2120,2021,2111,1100,0001,0100,
0111,1121,2122,2202,0220,2002,0202,0212,1220,2020,2022,2220,2012,1212,1200,
1101,0111,1121,2111,1111,1110,1010,1022,2222,2210,1001,0112,1221,2102,0221,
1122,2202,0212,1202,0202,0221,2122,2220,2020,2012,1221,2110,1022,2211,1100,
1011,1110,1020,2020,2012,1210,1002,0202,0221,2122,2220,2002,0211,1112,1211,
0110,1020,2002,0220,2020,2012,1202,0202,0222,2222,2210,1002,0200,0012,1222,
1012,1222,2222,2210,1010,1002,0202,0221,2112,1212,1220,2020,2012,1211,1122,
1011,1112,1202,0220,2002,0202,0222,2212,1211,1110,1022,2210,1000,0020,2020,
1110,1000,0022,2200,0021,2120,2002,0220,2020,2012,1222,2222,2221,2100,0012,
0102,0220,2002,0202,0222,2220,2012,1220,2022,2221,2122,2222,2210,1001,0101,
0002,0202,0221,2100,0020,2020,2012,1212,1220,2000,0011,1111,1112,1222,2220,
0101,0110,1020,2002,0220,2020,2022,2222,2201,0112,1220,2011,1120,2001,0100,
1102,0220,2002,0202,0222,2222,2210,1010,1022,2202,0221,2120,2020,2022,2212,
0010,1020,2020,2012,1222,2200,0012,1212,1200,0000,0021,2120,2000,0020,2022,
1122,2222,2210,1001,0110,1000,0010,1010,1002,0220,2002,0202,0222,2202,0221,
1001,0120,2020,2012,1222,2212,1212,1220,2002,0202,0222,2210,1011,1101,0111,
